x xerr y yerr
0.030389483739137683 -0.0008745451462268822 0.00011116051578479324 0.00011116051578479324
0.03213857403159145 -0.0008745451462268822 0.0 0.0
0.03388766432404522 -0.0008745451462268856 0.0 0.0
0.03563675461649898 -0.0008745451462268822 0.0 0.0
0.03738584490895275 -0.0008745451462268822 0.0 0.0
0.03913493520140651 -0.0008745451462268822 0.0 0.0
0.040884025493860277 -0.0008745451462268822 0.00044464206313917296 0.00022232103156958648
0.04263311578631404 -0.0008745451462268822 0.0015562472209871053 0.00041592456500377296
0.044382206078767805 -0.0008745451462268822 0.00044464206313917296 0.00022232103156958648
0.04613129637122157 -0.0008745451462268856 0.00044464206313917296 0.00022232103156958648
0.04788038666367534 -0.0008745451462268822 0.00044464206313917296 0.00022232103156958648
0.049629476956129105 -0.0008745451462268822 0.0010004446420631393 0.0003334815473543797
0.051378567248582876 -0.0008745451462268856 0.0003334815473543797 0.00019253566113482405
0.05312765754103664 -0.0008745451462268822 0.0005558025789239662 0.00024856246970873607
0.054876747833490405 -0.0008745451462268822 0.002445531347265451 0.0005213890351070953
0.05662583812594417 -0.0008745451462268822 0.0022232103156958646 0.0004971249394174721
0.058374928418397934 -0.0008745451462268822 0.0017785682525566918 0.00044464206313917296
0.0601240187108517 -0.0008745451462268822 0.0013339261894175188 0.0003850713222696481
0.06187310900330546 -0.0008745451462268822 0.0007781236104935527 0.00029410308037623284
0.06362219929575923 -0.0008745451462268822 0.0017785682525566918 0.00044464206313917296
0.06537128958821299 -0.0008745451462268822 0.0015562472209871053 0.00041592456500377296
0.06712037988066676 -0.0008745451462268822 0.002890173410404624 0.0005668096391276995
0.06886947017312052 -0.0008745451462268822 0.004668741662961316 0.0007204024787025189
0.07061856046557428 -0.0008745451462268822 0.006669630947087594 0.0008610456527806618
0.07236765075802806 -0.0008745451462268891 0.0050022232103156955 0.0007456874091262083
0.07411674105048183 -0.0008745451462268822 0.0031124944419742106 0.0005882061607524657
0.07586583134293559 -0.0008745451462268822 0.0030013339261894174 0.0005776069834044723
0.07761492163538936 -0.0008745451462268822 0.004446420631391729 0.0007030408315180924
0.07936401192784312 -0.0008745451462268822 0.003668297020898177 0.0006385685467472242
0.08111310222029688 -0.0008745451462268891 0.0058915073365940415 0.0008092607702623964
0.08286219251275066 -0.0008745451462268822 0.0067807914628723875 0.0008681913823817979
0.08461128280520443 -0.0008745451462268822 0.011227212094264118 0.0011171493576168175
0.08636037309765819 -0.0008745451462268822 0.008892841262783458 0.0009942498788349443
0.08810946339011196 -0.0008745451462268822 0.005780346820809248 0.0008015898789381923
0.08985855368256572 -0.0008745451462268822 0.0058915073365940415 0.0008092607702623964
0.09160764397501948 -0.0008745451462268822 0.00755891507336594 0.0009166530959576836
0.09335673426747325 -0.0008745451462268822 0.006113828368163628 0.0008243884489879572
0.09510582455992701 -0.0008745451462268822 0.011227212094264118 0.0011171493576168175
0.09685491485238078 -0.0008745451462268822 0.01067140951534015 0.0010891461728693543
0.09860400514483454 -0.0008745451462268822 0.012227656736327256 0.0011658613252224896
0.1003530954372883 -0.0008745451462268822 0.010337927967985772 0.0010719931926403907
0.10210218572974207 -0.0008745451462268822 0.006669630947087594 0.0008610456527806618
0.10385127602219583 -0.0008745451462268822 0.006558470431302801 0.0008538401231512458
0.1056003663146496 -0.0008745451462268822 0.010337927967985772 0.0010719931926403907
0.10734945660710336 -0.0008745451462268822 0.008003557136505114 0.0009432282541394586
0.10909854689955713 -0.0008745451462268822 0.011116051578479324 0.0011116051578479323
0.11084763719201089 -0.0008745451462268822 0.012783459315251223 0.0011920637277416193
0.11259672748446466 -0.0008745451462268822 0.013783903957314362 0.0012378311166807519
0.11434581777691843 -0.000874545146226896 0.009559804357492218 0.0010308602151507008
0.11609490806937221 -0.0008745451462268822 0.009448643841707426 0.001024849317173509
0.11784399836182598 -0.0008745451462268822 0.005335704757670075 0.0007701426445392962
0.11959308865427974 -0.0008745451462268822 0.008892841262783458 0.0009942498788349443
0.1213421789467335 -0.0008745451462268822 0.007781236104935527 0.0009300356008604664
0.12309126923918727 -0.0008745451462268822 0.011004891062694531 0.001106033167081614
0.12484035953164103 -0.0008745451462268822 0.01167185415740329 0.0011390563323654512
0.1265894498240948 -0.0008745451462268822 0.012449977767896843 0.0011764123215049313
0.12833854011654855 -0.0008745451462268822 0.0072254335260115606 0.0008962047296908125
0.13008763040900234 -0.0008745451462268822 0.007336594041796354 0.0009030722993148022
0.13183672070145608 -0.0008745451462268822 0.00377945753668297 0.0006481716201473211
0.13358581099390987 -0.0008745451462268822 0.0050022232103156955 0.0007456874091262083
0.1353349012863636 -0.0008745451462268822 0.005335704757670075 0.0007701426445392962
0.1370839915788174 -0.0008745451462268822 0.007114273010226767 0.0008892841262783459
