x xerr y yerr
0.0008745451462268828 0.0008745451462268828 0.0 0.010543268742889618
0.0026236354386806483 0.0008745451462268828 0.0 0.010543268742889618
0.004372725731134414 0.0008745451462268828 0.0 0.010543268742889618
0.0061218160235881796 0.0008745451462268828 0.0 0.010543268742889618
0.007870906316041947 0.0008745451462268828 0.0 0.010543268742889618
0.00961999660849571 0.0008745451462268828 0.0 0.010543268742889618
0.011369086900949475 0.0008745451462268828 0.0 0.010543268742889618
0.013118177193403243 0.0008745451462268828 0.0 0.010543268742889618
0.014867267485857007 0.0008745451462268828 0.0 0.010543268742889618
0.016616357778310775 0.0008745451462268828 0.0 0.010543268742889618
0.01836544807076454 0.0008745451462268828 0.0 0.010543268742889618
0.020114538363218304 0.0008745451462268828 0.0 0.010543268742889618
0.021863628655672068 0.0008745451462268828 0.0 0.010543268742889618
0.023612718948125836 0.0008745451462268828 0.0 0.010543268742889618
0.025361809240579604 0.0008745451462268828 0.0 0.010543268742889618
0.027110899533033368 0.0008745451462268828 0.0 0.010543268742889618
0.028859989825487133 0.0008745451462268828 0.0 0.010543268742889618
0.030609080117940897 0.0008745451462268828 0.00011116051578474728 0.010542682729008006
0.03235817041039467 0.0008745451462268828 0.00011116051578474728 0.010542682729008006
0.03410726070284843 0.0008745451462268828 0.00033348154735435287 0.010541510603513361
0.0358563509953022 0.0008745451462268828 0.00033348154735435287 0.010541510603513361
0.03760544128775596 0.0008745451462268828 0.0006669630947087057 0.010539752170861323
0.039354531580209726 0.0008745451462268828 0.0008892841262783113 0.010538579719423149
0.04110362187266349 0.0008745451462268828 0.0013339261894175225 0.01053623442514254
0.042852712165117254 0.0008745451462268828 0.0017785682525567337 0.010533888608699096
0.044601802457571026 0.0008745451462268828 0.0028901734104046506 0.010528021780837327
0.04635089275002479 0.0008745451462268828 0.004112939084037315 0.010521564491786392
0.048099983042478554 0.0008745451462268828 0.005002223210315737 0.010516865791321285
0.04984907333493232 0.0008745451462268828 0.006002667852378796 0.010511577242747067
0.05159816362738609 0.0008745451462268828 0.00822587816807474 0.010499815375750527
0.053347253919839854 0.0008745451462268828 0.012227656736327308 0.01047861074547307
